"Variable","type","Minimum Target","filter","name","Achieved","Percent to Goal"
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","Country Island",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","MacNamaras Islands",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","Fleur de Lis Coast",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","Ingonish",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","Aspy Bay",0,0
"Ocean Pout Habitat","Depleted species",20,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Bird Islands",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Eastern Shore Islands",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Sable River Bird Sanctuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Boot Island National Wildlife Area",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Long Eddy",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Bras d’Or Lake",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Salmon Rivers",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Eastern Canyons Marine Refuge",8.31,20.8
"Redfish Habitat","Depleted species",40,"Fine-filter","Southwest Bank",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Western Jordan Basin",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Georges Bank",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","LaHave Basin",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Scotian Gulf",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Sable Island Bank",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Canso Bank and Channels",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Misaine Bank and Laurentian Channel",6.8,17
"Redfish Habitat","Depleted species",40,"Fine-filter","Eastern Shoal",0.01,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Cold Seeps",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Fundian Channel-Browns Bank",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Logan Canyon",1.31,3.3
"Redfish Habitat","Depleted species",40,"Fine-filter","St. Anns Bank Marine Protected Area ",12.33,30.8
"Redfish Habitat","Depleted species",40,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Gully Marine Protected Area",1.88,4.7
"Redfish Habitat","Depleted species",40,"Fine-filter","Pemsɨk",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Southern Bight",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Cobequid Bay",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Chignecto Bay",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","West Isles and Passages",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Chebogue",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","LaHave Islands",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Sambro Ledges - Prospect",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Brier Island",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","South Grand Manan",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Eel Bay",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","McNutts Island",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Country Island",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","MacNamaras Islands",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Fleur de Lis Coast",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Ingonish",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Aspy Bay",0,0
"Redfish Habitat","Depleted species",40,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Bird Islands",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Eastern Shore Islands",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Sable River Bird Sanctuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Boot Island National Wildlife Area",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Long Eddy",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Bras d’Or Lake",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Salmon Rivers",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Eastern Canyons Marine Refuge",19.06,31.8
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Southwest Bank",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Western Jordan Basin",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Georges Bank",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","LaHave Basin",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Scotian Gulf",5.28,8.8
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Central Scotian Slope, Rise and Abyss",8.41,14
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Sable Island Bank",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Canso Bank and Channels",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Misaine Bank and Laurentian Channel",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Eastern Shoal",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Cold Seeps",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Fundian Channel-Browns Bank",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Logan Canyon",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Gully Marine Protected Area",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Pemsɨk",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Southern Bight",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Cobequid Bay",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Chignecto Bay",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","West Isles and Passages",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Chebogue",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","LaHave Islands",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Sambro Ledges - Prospect",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Brier Island",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","South Grand Manan",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Eel Bay",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","McNutts Island",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Country Island",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","MacNamaras Islands",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Fleur de Lis Coast",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Ingonish",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Aspy Bay",0,0
"Roughhead Grenadier Habitat","Depleted species",60,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Bird Islands",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Eastern Shore Islands",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Sable River Bird Sanctuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Boot Island National Wildlife Area",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Long Eddy",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Bras d’Or Lake",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Salmon Rivers",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Eastern Canyons Marine Refuge",2.02,2.5
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Southwest Bank",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Western Jordan Basin",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Georges Bank",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","LaHave Basin",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Scotian Gulf",5.67,7.1
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Central Scotian Slope, Rise and Abyss",16.89,21.1
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Sable Island Bank",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Canso Bank and Channels",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Misaine Bank and Laurentian Channel",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Eastern Shoal",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Cold Seeps",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Fundian Channel-Browns Bank",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Logan Canyon",0.76,0.9
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Gully Marine Protected Area",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Pemsɨk",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Southern Bight",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Cobequid Bay",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Chignecto Bay",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","West Isles and Passages",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Chebogue",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","LaHave Islands",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Sambro Ledges - Prospect",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Brier Island",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","South Grand Manan",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Eel Bay",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","McNutts Island",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Country Island",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","MacNamaras Islands",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Fleur de Lis Coast",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Ingonish",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Aspy Bay",0,0
"Roundnose Grenadier Habitat","Depleted species",80,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Bird Islands",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Eastern Shore Islands",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Sable River Bird Sanctuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Boot Island National Wildlife Area",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Long Eddy",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Bras d’Or Lake",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Salmon Rivers",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Eastern Canyons Marine Refuge",8.13,13.6
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Southwest Bank",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Western Jordan Basin",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Georges Bank",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","LaHave Basin",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Scotian Gulf",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Sable Island Bank",2.23,3.7
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Canso Bank and Channels",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Misaine Bank and Laurentian Channel",2.87,4.8
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Eastern Shoal",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Cold Seeps",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Fundian Channel-Browns Bank",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Logan Canyon",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Gully Marine Protected Area",5.78,9.6
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Pemsɨk",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Southern Bight",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Cobequid Bay",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Chignecto Bay",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","West Isles and Passages",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Chebogue",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","LaHave Islands",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Sambro Ledges - Prospect",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Brier Island",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","South Grand Manan",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Eel Bay",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","McNutts Island",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Country Island",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","MacNamaras Islands",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Fleur de Lis Coast",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Ingonish",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Aspy Bay",0,0
"Smooth Skate Habitat (East)","Depleted species",60,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Bird Islands",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Eastern Shore Islands",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Sable River Bird Sanctuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Boot Island National Wildlife Area",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Long Eddy",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Bras d’Or Lake",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Salmon Rivers",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Eastern Canyons Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Southwest Bank",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Western Jordan Basin",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Georges Bank",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","LaHave Basin",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Scotian Gulf",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Sable Island Bank",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Canso Bank and Channels",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Misaine Bank and Laurentian Channel",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Eastern Shoal",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Cold Seeps",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Fundian Channel-Browns Bank",7.53,12.6
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Logan Canyon",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Gully Marine Protected Area",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Pemsɨk",2.99,5
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Southern Bight",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Cobequid Bay",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Chignecto Bay",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","West Isles and Passages",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Chebogue",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","LaHave Islands",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Sambro Ledges - Prospect",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Brier Island",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","South Grand Manan",0,0
