"Variable","type","Minimum Target","filter","name","Achieved","Percent to Goal"
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Eel Bay",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","McNutts Island",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Country Island",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","MacNamaras Islands",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Fleur de Lis Coast",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Ingonish",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Aspy Bay",0,0
"Smooth Skate Habitat (West)","Depleted species",60,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Bird Islands",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Eastern Shore Islands",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Sable River Bird Sanctuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Boot Island National Wildlife Area",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Long Eddy",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Bras d’Or Lake",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Salmon Rivers",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Eastern Canyons Marine Refuge",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Southwest Bank",9.93,16.6
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Western Jordan Basin",2.94,4.9
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Georges Bank",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","LaHave Basin",1.83,3.1
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Scotian Gulf",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Sable Island Bank",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Canso Bank and Channels",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Misaine Bank and Laurentian Channel",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Eastern Shoal",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Cold Seeps",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Fundian Channel-Browns Bank",2.11,3.5
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Logan Canyon",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Jordan Basin Marine Refuge",0.44,0.7
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Gully Marine Protected Area",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Pemsɨk",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Southern Bight",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Cobequid Bay",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Chignecto Bay",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","West Isles and Passages",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Chebogue",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","LaHave Islands",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Sambro Ledges - Prospect",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Brier Island",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","South Grand Manan",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Eel Bay",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","McNutts Island",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Country Island",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","MacNamaras Islands",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Fleur de Lis Coast",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Ingonish",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Aspy Bay",0,0
"Spiny Dogfish Habitat","Depleted species",60,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Bird Islands",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Eastern Shore Islands",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Sable River Bird Sanctuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Boot Island National Wildlife Area",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Long Eddy",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Bras d’Or Lake",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Salmon Rivers",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Eastern Canyons Marine Refuge",6.88,34.4
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Southwest Bank",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Western Jordan Basin",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Georges Bank",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","LaHave Basin",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Scotian Gulf",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Sable Island Bank",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Canso Bank and Channels",2.36,11.8
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Misaine Bank and Laurentian Channel",2.79,14
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Eastern Shoal",4.46,22.3
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Cold Seeps",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Fundian Channel-Browns Bank",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Logan Canyon",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Gully Marine Protected Area",0.62,3.1
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Pemsɨk",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Southern Bight",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Cobequid Bay",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Chignecto Bay",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","West Isles and Passages",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Chebogue",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","LaHave Islands",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Sambro Ledges - Prospect",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Brier Island",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","South Grand Manan",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Eel Bay",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","McNutts Island",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Country Island",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","MacNamaras Islands",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Fleur de Lis Coast",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Ingonish",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Aspy Bay",0,0
"Thorny Skate Habitat (East)","Depleted species",20,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Bird Islands",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Eastern Shore Islands",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Sable River Bird Sanctuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Boot Island National Wildlife Area",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Long Eddy",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Bras d’Or Lake",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Salmon Rivers",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Eastern Canyons Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Southwest Bank",12.58,62.9
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Western Jordan Basin",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Georges Bank",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","LaHave Basin",0.27,1.4
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Scotian Gulf",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Sable Island Bank",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Canso Bank and Channels",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Misaine Bank and Laurentian Channel",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Eastern Shoal",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Cold Seeps",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Fundian Channel-Browns Bank",7.65,38.2
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Logan Canyon",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Gully Marine Protected Area",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Pemsɨk",1.68,8.4
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Southern Bight",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Cobequid Bay",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Chignecto Bay",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","West Isles and Passages",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Chebogue",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","LaHave Islands",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Sambro Ledges - Prospect",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Brier Island",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","South Grand Manan",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Eel Bay",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","McNutts Island",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Country Island",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","MacNamaras Islands",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Fleur de Lis Coast",0,0
"Thorny Skate Habitat (West)","Depleted species",20,"Fine-filter","Ingonish",0,0
